gene,trait,p_acat,n_tissues,in_both,z_wb
TMED6,DR,0.48510679585319727,2,True,0.4787
TMEM11,DN,0.1584463035435445,1,True,
TMEM11,DPN,4.049011091709666e-08,1,True,
TMEM11,DR,4.18039529186939e-06,1,True,
TMEM163,DN,0.0017718262800007962,2,True,2.1841
TMEM163,DPN,2.51793037577655e-07,2,True,4.1927
TMEM163,DR,0.21513494473322697,2,True,0.5861
TMEM168,DN,0.0018579306162447885,2,True,3.1124
TMEM168,DPN,0.021210330701613652,2,True,1.8342
TMEM168,DR,2.908481879656085e-10,2,True,6.3036
TMEM222,DN,4.0729014693533703e-57,2,True,-15.9277
TMEM222,DPN,8.564901199989565e-21,2,True,9.3524
TMEM222,DR,1.6123662031793278e-32,2,True,-11.8742
TMEM41B,DN,4.9962710655342706e-06,2,True,-4.3887
TMEM41B,DPN,0.0031894290431222255,2,True,-2.7534
TMEM41B,DR,1.0,2,True,0.4757
TMEM59,DN,0.01694773979022875,1,True,
TMEM59,DPN,0.9333466618542497,1,True,
TMEM59,DR,0.0008005187755098232,1,True,
TMEM65,DN,8.036245465520342e-05,1,False,3.9433
TMEM65,DPN,0.00038909025248979836,1,False,3.5474
TMEM65,DR,7.407100739796299e-06,1,False,4.4816
TNFSF12,DN,1.2673613778402009e-11,2,True,6.7723
TNFSF12,DPN,0.48667331056568053,2,True,1.0753
TNFSF12,DR,7.057986468232383e-08,2,True,5.3897
TOMM40L,DN,0.01972473091583706,2,True,-2.2848
TOMM40L,DPN,3.730247870125096e-10,2,True,6.2649
TOMM40L,DR,0.00857092654459813,2,True,-2.6338
TPRKB,DN,0.1530430659736816,2,True,1.6422
TPRKB,DPN,1.9870321061531332e-05,2,True,-4.2663
TPRKB,DR,6.507015554105042e-10,2,True,6.1776
TRAPPC6A,DN,0.0002288021470355614,2,True,-3.5373
TRAPPC6A,DPN,0.0930369887057913,2,True,1.2804
TRAPPC6A,DR,2.1985959268073187e-09,2,True,-5.714
TRIQK,DN,0.33715796633990835,1,False,-0.9598
TRIQK,DPN,2.3155593581590805e-06,1,False,4.7237
TRIQK,DR,1.3724650543255718e-26,1,False,-10.6723
TRNT1,DN,2.4706852648395943e-13,2,True,-2.8755
TRNT1,DPN,5.92600949523109e-21,2,True,-0.3443
TRNT1,DR,4.546106351505101e-48,2,True,-0.3028
TRPC4AP,DN,2.5897522054578025e-28,1,False,11.035
TRPC4AP,DPN,4.2624765292927196e-07,1,False,-5.0568
TRPC4AP,DR,2.886058754704124e-19,1,False,-8.973
TRPM2,DN,0.031296030711117584,2,True,1.6029
TRPM2,DPN,0.0026713587866536844,2,True,-2.9564
TRPM2,DR,2.398992085568367e-13,2,True,-3.8828
TRUB2,DN,0.0002860450933350788,2,True,-3.4445
TRUB2,DPN,0.00769183983767108,2,True,-2.4234
TRUB2,DR,5.991523797080651e-05,2,True,-3.8465
TSEN54,DN,8.316694971433853e-07,1,True,
TSEN54,DPN,0.0007756200297672277,1,True,
TSEN54,DR,0.01856613683292586,1,True,
TSPO,DN,0.00039426023517886847,2,True,-2.1892
TSPO,DPN,1.0126832321651196e-24,2,True,-10.2651
TSPO,DR,0.00017542596618628435,2,True,3.6428
TSPYL4,DN,0.48750339596891973,2,True,-1.2199
TSPYL4,DPN,0.00815459907023223,2,True,1.2534
TSPYL4,DR,3.577964336915657e-08,2,True,-5.5089
TSSK4,DN,3.054697945469753e-10,2,True,-6.296
TSSK4,DPN,0.0005729755809134086,2,True,0.9687
TSSK4,DR,0.0023359080292992603,2,True,-3.05
TTC39B,DN,8.83631290132043e-06,1,False,4.4439
TTC39B,DPN,9.033245347094678e-07,1,False,-4.9116
TTC39B,DR,0.0007919624676681955,1,False,-3.3556
TTLL12,DN,0.002544086627543204,2,True,-0.3087
TTLL12,DPN,0.13652732100606976,2,True,-1.4791
TTLL12,DR,0.0074178564672912235,2,True,-2.6871
TTN,DN,4.0085947776303414e-14,2,True,7.47
TTN,DPN,0.015655981981787862,2,True,2.154
TTN,DR,0.23282916877271068,2,True,-0.9577
TUBA4B,DN,0.1824877850485926,1,False,1.3331
TUBA4B,DPN,0.0006925888880772809,1,False,3.3925
TUBA4B,DR,0.21160021322740566,1,False,1.2492
UACA,DN,0.2415059724913939,1,False,1.1712
UACA,DPN,0.9707479240320585,1,False,-0.0367
UACA,DR,2.8772315081968002e-05,1,False,-4.183
UBN1,DN,0.0185902847050934,2,True,-2.138
UBN1,DPN,0.053189713316523925,2,True,-1.9019
UBN1,DR,0.00492182010814108,2,True,-2.8068
UBOX5,DN,0.040407026661373566,2,True,1.0538
UBOX5,DPN,1.0,2,True,-0.3361
UBOX5,DR,1.0,2,True,-0.6131
UBR7,DN,0.00034572752760581683,1,True,
UBR7,DPN,0.0014912842178124116,1,True,
UBR7,DR,1.4555093526274145e-07,1,True,
UCN,DN,0.0016679114923735252,2,True,-2.935
UCN,DPN,2.2096260551056728e-08,2,True,5.4732
UCN,DR,0.07644189906874731,2,True,-1.4576
ULK3,DN,1.0,2,True,0.4108
ULK3,DPN,0.026868813892190306,2,True,-0.6182
ULK3,DR,1.4865446762877703e-06,2,True,-2.597
UNK,DN,0.5057931020493187,1,False,0.6654
UNK,DPN,0.12052156670476454,1,False,-1.5526
UNK,DR,0.5296083772159426,1,False,-0.6286
UPP1,DN,1.0,2,True,0.9111
UPP1,DPN,1.0,2,True,0.9598
UPP1,DR,1.0,2,True,-0.1375
USP47,DN,4.5639046094410195e-20,2,True,9.1739
USP47,DPN,7.778513069041313e-10,2,True,-6.1494
USP47,DR,6.720838769798559e-07,2,True,2.346
UTP3,DN,1.0,2,True,-0.0142
UTP3,DPN,0.3670644603706427,2,True,-0.7883
UTP3,DR,0.004950275924307193,2,True,-2.5794
VAMP5,DN,0.27287578725572287,2,True,1.2325
VAMP5,DPN,0.11758606324625386,2,True,-1.2409
VAMP5,DR,5.581334007895251e-05,2,True,-4.0298
VNN3,DN,0.01251947179502951,2,True,-1.4349
VNN3,DPN,1.3121993651530548e-05,2,True,-3.6983
VNN3,DR,0.050853442088276087,2,True,-1.263
VPREB3,DN,5.854585784488353e-08,2,True,4.293
VPREB3,DPN,3.0292744945503362e-05,2,True,0.0666
VPREB3,DR,0.019821579668434924,2,True,1.9243
VPS37A,DN,2.603776706419079e-06,2,True,4.6998
VPS37A,DPN,3.0166390712550536e-31,2,True,-0.1875
VPS37A,DR,6.54878572882571e-10,2,True,-0.8728
VPS50,DN,8.901690209617553e-08,2,True,0.469
VPS50,DPN,6.133860530009403e-26,2,True,-1.4812
VPS50,DR,5.4187796510399095e-45,2,True,0.6124
VSIG10L,DN,0.029494748323122797,2,True,2.0926
VSIG10L,DPN,0.041297853048379976,2,True,1.9917
VSIG10L,DR,0.04368803762523129,2,True,1.5678
WASHC2C,DN,0.09236906424814338,2,True,-1.6136
WASHC2C,DPN,1.0,2,True,-0.1777
WASHC2C,DR,1.5530989796566017e-06,2,True,4.8042
WDPCP,DN,0.004699054848960065,2,True,2.8322
WDPCP,DPN,0.015855199957017792,2,True,1.7655
WDPCP,DR,0.003952975032237949,2,True,-2.6391
WDR34,DN,4.700862044676104e-34,1,True,
WDR34,DPN,2.4681576464972976e-36,1,True,
WDR34,DR,2.925609306146771e-09,1,True,
WDR47,DN,2.358495053263604e-13,2,True,7.3267
WDR47,DPN,7.98228518770025e-06,2,True,4.4647
WDR47,DR,0.003746963516739011,2,True,-2.6966
WDR88,DN,0.0007957013172235244,1,False,-3.3543
WDR88,DPN,0.0044423329970641225,1,False,2.8449
WDR88,DR,0.6077479425944867,1,False,0.5133
WI2-87327B8.1,DN,0.21498405849947783,1,False,-1.24
WI2-87327B8.1,DPN,0.03017302370492622,1,False,2.1678
WI2-87327B8.1,DR,0.5411274786653146,1,False,-0.6111
WLS,DN,6.472129499897881e-12,2,True,6.8689
WLS,DPN,0.0005687104742222326,2,True,3.4387
WLS,DR,0.2943294931739518,2,True,-1.0006
WWC1,DN,0.004579308611599365,2,True,-1.4518
WWC1,DPN,0.011988529018190227,2,True,2.5031
WWC1,DR,0.03593635793585251,2,True,-1.8845
XPNPEP3,DN,0.1196755480242376,2,True,-1.2461
XPNPEP3,DPN,0.13995747018096072,2,True,-1.1743
XPNPEP3,DR,0.01234323009114241,2,True,-2.2469
XPO5,DN,8.789034562379934e-07,2,True,-3.0604
XPO5,DPN,1.4157853531725927e-28,2,True,-2.2093
XPO5,DR,0.0030089340639891642,2,True,-2.8359
YARS,DN,0.0070436493425218285,2,True,-2.6939
YARS,DPN,6.908116793585121e-15,2,True,-7.7862
YARS,DR,1.0,2,True,0.1373
YKT6,DN,1.6760687494901381e-06,1,False,4.789
YKT6,DPN,0.0594988894789616,1,False,1.8845
YKT6,DR,2.7041508999028085e-06,1,False,4.6921
ZAP70,DN,7.396778402225767e-27,2,True,-10.7295
ZAP70,DPN,0.0024761376056631475,2,True,2.8782
ZAP70,DR,0.0051414209952508946,2,True,-1.3971
ZBTB44,DN,0.0007178705506875271,1,False,-3.3827
ZBTB44,DPN,0.9433397373130139,1,False,0.0711
ZBTB44,DR,0.02768097381878555,1,False,-2.2018
ZBTB8OS,DN,5.539313045826316e-09,2,True,-5.5728
ZBTB8OS,DPN,4.482976960383876e-12,2,True,-6.2959
ZBTB8OS,DR,6.726142933664482e-07,2,True,4.7422
ZC3H12C,DN,1.0,2,True,1.0993
ZC3H12C,DPN,0.025720848115678884,2,True,0.1219
ZC3H12C,DR,1.0,2,True,0.2151
ZC3H7B,DN,4.354503559323075e-116,2,True,-5.3922
ZC3H7B,DPN,1.3038452386635287e-108,2,True,-3.0491
ZC3H7B,DR,1.4236931354027063e-30,2,True,1.2182
ZCWPW1,DN,0.5680479878255948,1,True,
ZCWPW1,DPN,1.4463074207325377e-15,1,True,
ZCWPW1,DR,2.3620657737684414e-12,1,True,
ZDHHC23,DN,3.230413739201932e-07,1,False,5.1095
ZDHHC23,DPN,0.6319789293369396,1,False,-0.4789
ZDHHC23,DR,0.04683408573542719,1,False,1.9878
ZFAT,DN,4.081570226073129e-59,1,True,
ZFAT,DPN,0.000379452030740932,1,True,
ZFAT,DR,1.514775363578143e-22,1,True,
ZFP41,DN,0.005303334260403331,2,True,-2.4931
ZFP41,DPN,0.04550673997408752,2,True,-1.6063
ZFP41,DR,0.007171826653036892,2,True,-2.2932
ZFP82,DN,0.04362271284930649,2,True,-1.7098
ZFP82,DPN,4.136984178412041e-06,2,True,-4.6013
ZFP82,DR,0.000177126123039114,2,True,-3.6204
ZFPM1,DN,0.0277929641007636,1,False,2.2002
ZFPM1,DPN,0.0034056614688386345,1,False,2.9285
ZFPM1,DR,0.9466587107341008,1,False,0.0669
ZFYVE27,DN,1.6856494506138838e-35,2,True,-12.4351
ZFYVE27,DPN,5.549468147942366e-06,2,True,1.9373
ZFYVE27,DR,1.3366926903745002e-22,2,True,-9.7826
ZGPAT,DN,2.328882142077008e-06,2,True,-0.073
ZGPAT,DPN,7.535205296773191e-06,2,True,-0.9963
ZGPAT,DR,8.516254543578444e-25,2,True,6.415
ZKSCAN7,DN,0.49829556957335414,2,True,0.0717
ZKSCAN7,DPN,0.0009789368792238518,2,True,1.7311
ZKSCAN7,DR,0.01150379710243313,2,True,2.5708
ZNF317,DN,0.0016822919150695228,2,True,-2.8724
ZNF317,DPN,0.0008160634827171243,2,True,3.228
ZNF317,DR,0.01952681985204788,2,True,2.175
ZNF354A,DN,0.3316018090510231,1,False,0.9709
ZNF354A,DPN,0.0011582574313585153,1,False,3.249
ZNF354A,DR,0.30403524453590713,1,False,-1.0278
ZNF385C,DN,1.0612677949332084e-10,1,False,6.458
ZNF385C,DPN,9.23419545051967e-113,1,False,-22.5666
ZNF385C,DR,4.580934725697317e-40,1,False,-13.2489
ZNF396,DN,0.012816552229186637,2,True,1.2508
ZNF396,DPN,1.0,2,True,0.1253
ZNF396,DR,0.005703431028861112,2,True,2.1422
ZNF429,DN,0.0006589381223460086,1,False,-3.4061
ZNF429,DPN,0.8320181981265662,1,False,0.2121
ZNF429,DR,0.2429939555342699,1,False,-1.1675
ZNF433,DN,2.34832988878119e-09,2,True,-5.8576
ZNF433,DPN,0.0002960997493228517,2,True,3.4352
ZNF433,DR,1.2068787737989676e-05,2,True,-4.2227
ZNF45,DN,2.8007583508934354e-16,2,True,-8.1816
ZNF45,DPN,6.410102214064752e-09,2,True,2.9415
ZNF45,DR,1.452594282636897e-06,2,True,4.8176
ZNF529,DN,0.005427853589403306,2,True,-2.7751
ZNF529,DPN,0.09677778164024796,2,True,0.9156
ZNF529,DR,0.06099664121661707,2,True,1.8523
ZNF554,DN,0.0005538597376613868,2,True,-3.3425
ZNF554,DPN,0.057238617093218966,2,True,-1.5265
ZNF554,DR,1.0,2,True,0.1788
ZNF584,DN,0.15055911762505766,2,True,-0.761
ZNF584,DPN,0.03447376060310194,2,True,-1.6098
ZNF584,DR,7.117225617821298e-05,2,True,-3.4552
ZNF607,DN,0.10803201258010443,2,True,0.9324
ZNF607,DPN,3.772093428632864e-08,2,True,-0.1438
ZNF607,DR,0.012010875832681026,2,True,2.3047
ZNF771,DN,0.00019107018559259644,2,True,3.5521
ZNF771,DPN,0.03884146076423224,2,True,1.771
ZNF771,DR,0.07835380070467936,2,True,1.4458
ZNF778,DN,0.1704538795338073,2,True,1.3461
ZNF778,DPN,3.6459279800688886e-09,2,True,5.8995
ZNF778,DR,1.069254976466348e-22,2,True,-9.8052
ZNF792,DN,0.03849939333946699,2,True,-0.9052
ZNF792,DPN,5.005389705330394e-06,2,True,2.6214
ZNF792,DR,0.010037553340355472,2,True,2.3674
ZNHIT2,DN,5.730864890040026e-08,2,True,-5.3019
ZNHIT2,DPN,0.015625887400212094,2,True,2.1548
ZNHIT2,DR,0.000565400564322254,2,True,-3.2558
