gene,trait,p_acat,n_tissues,in_both
PMPCA,DR,1.629722626414088e-08,2,True
PNO1,DN,0.26851208311299873,2,True
PNO1,DPN,0.01071991475253333,2,True
PNO1,DR,0.08943968498057012,2,True
POFUT1,DN,0.16765958232020067,2,True
POFUT1,DPN,0.3436554368486489,2,True
POFUT1,DR,0.005038016728839325,2,True
POLD2,DN,9.999999999999999e-301,2,True
POLD2,DPN,4.999999999999999e-301,2,True
POLD2,DR,4.999999999999999e-301,2,True
POLE3,DN,9.34217424723078e-16,2,True
POLE3,DPN,1.0,2,True
POLE3,DR,0.0466627988286011,2,True
POLR2C,DN,2.850191944132634e-47,2,True
POLR2C,DPN,7.137272094565212e-59,2,True
POLR2C,DR,6.074064079938362e-07,2,True
POLR2J,DN,6.719896745563968e-60,1,False
POLR2J,DPN,0.6410274491675908,1,False
POLR2J,DR,1.5871349517143194e-63,1,False
POLR2K,DN,0.3420317883130896,2,True
POLR2K,DPN,0.0034871912422462605,2,True
POLR2K,DR,0.002935661791033759,2,True
POLR3C,DN,0.19391558776451176,1,False
POLR3C,DPN,0.382030174022338,1,False
POLR3C,DR,0.0007239786775685193,1,False
POP7,DN,3.3982846734782436e-10,2,True
POP7,DPN,0.017068368416469495,2,True
POP7,DR,0.003054953145743023,2,True
PPIB,DN,0.11356652089910008,1,False
PPIB,DPN,0.5088440972884141,1,False
PPIB,DR,0.7875151892866178,1,False
PPID,DN,0.0009579727936345224,2,True
PPID,DPN,0.0017570753833820467,2,True
PPID,DR,0.009827830544507084,2,True
PPP1CC,DN,6.004343284102845e-23,1,False
PPP1CC,DPN,0.003988852602778046,1,False
PPP1CC,DR,2.854759083743083e-16,1,False
PPP1R11,DN,9.742160657627036e-05,2,True
PPP1R11,DPN,0.1707492018548486,2,True
PPP1R11,DR,1.5276165716677684e-08,2,True
PPP1R37,DN,0.00028930101746549774,2,True
PPP1R37,DPN,0.017833843022688638,2,True
PPP1R37,DR,0.0643558527396018,2,True
PPP2CB,DN,9.999999999999999e-301,2,True
PPP2CB,DPN,1.512893970472618e-220,2,True
PPP2CB,DR,7.911797831428348e-176,2,True
PPP2R5A,DN,2.2072496586428784e-14,2,True
PPP2R5A,DPN,4.903213799815038e-12,2,True
PPP2R5A,DR,1.979506686644722e-16,2,True
PPP2R5C,DN,1.4865482758863325e-28,1,False
PPP2R5C,DPN,0.000841988680811528,1,False
PPP2R5C,DR,0.21361299919586288,1,False
PPP2R5E,DN,4.2446703281708236e-07,2,True
PPP2R5E,DPN,0.0017666050412933007,2,True
PPP2R5E,DR,0.012164684574363049,2,True
PPP5C,DN,0.0053572547054902475,1,True
PPP5C,DPN,0.030882543892078732,1,True
PPP5C,DR,0.010415958923697054,1,True
PPP6C,DN,1.0,2,True
PPP6C,DPN,1.0,2,True
PPP6C,DR,0.17692978401056828,2,True
PPP6R1,DN,0.0589073880251162,2,True
PPP6R1,DPN,1.0,2,True
PPP6R1,DR,2.36921398550016e-08,2,True
PPP6R2,DN,0.0024622349046989453,2,True
PPP6R2,DPN,0.0007041304566726836,2,True
PPP6R2,DR,0.021611915672730686,2,True
PPT1,DN,0.01786782317618711,2,True
PPT1,DPN,0.0016864366417100232,2,True
PPT1,DR,0.0014257214721093985,2,True
PPTC7,DN,5.55771195371666e-31,1,True
PPTC7,DPN,0.2821389387506973,1,True
PPTC7,DR,1.2557304900567933e-22,1,True
PRCC,DN,0.06696290106652604,1,True
PRCC,DPN,0.2782487845831769,1,True
PRCC,DR,0.0003348217823066508,1,True
PRDM4,DN,0.00035546715871450767,2,True
PRDM4,DPN,9.247122973500931e-08,2,True
PRDM4,DR,0.11588286437224705,2,True
PRDX5,DN,4.797120985540852e-17,2,True
PRDX5,DPN,1.0,2,True
PRDX5,DR,1.0409861657094845e-09,2,True
PREB,DN,0.010179885625574678,2,True
PREB,DPN,5.374980319164103e-18,2,True
PREB,DR,0.2889941816570558,2,True
PREP,DN,3.038771901549887e-08,2,True
PREP,DPN,6.171284993230148e-07,2,True
PREP,DR,8.1339958985551e-25,2,True
PRKAA1,DN,0.02031641030379031,2,True
PRKAA1,DPN,0.0005416903229652212,2,True
PRKAA1,DR,0.0025355130901513526,2,True
PRKAR1A,DN,1.7228141297908554e-09,2,True
PRKAR1A,DPN,5.01092049523297e-06,2,True
PRKAR1A,DR,1.068138566194156e-07,2,True
PRKAR2A,DN,5.895947642612804e-06,2,True
PRKAR2A,DPN,0.3202035394052893,2,True
PRKAR2A,DR,2.3041934313391625e-12,2,True
PRKCSH,DN,0.2495059208034811,2,True
PRKCSH,DPN,1.2353598265772555e-05,2,True
PRKCSH,DR,1.3666699208584589e-19,2,True
PRKRA,DN,1.292964345255323e-37,2,True
PRKRA,DPN,2.925652221897522e-19,2,True
PRKRA,DR,5.6857714561712705e-06,2,True
PRPF18,DN,0.9302366623598698,1,False
PRPF18,DPN,0.12025220722363734,1,False
PRPF18,DR,0.27900796596695276,1,False
PRPF19,DN,0.3852093987385478,1,True
PRPF19,DPN,0.20243376055968518,1,True
PRPF19,DR,0.43218055041872727,1,True
PRPF38A,DN,5.165376883155073e-19,1,False
PRPF38A,DPN,6.407446378401959e-08,1,False
PRPF38A,DR,8.457798397278917e-09,1,False
PRPSAP1,DN,0.0035530700283799496,2,True
PRPSAP1,DPN,0.07858815246833818,2,True
PRPSAP1,DR,3.0246404746312185e-14,2,True
PSMA2,DN,1.249988148827357e-05,2,True
PSMA2,DPN,2.719493424648295e-10,2,True
PSMA2,DR,1.2523935372597973e-31,2,True
PSMA6,DN,1.0,2,True
PSMA6,DPN,1.0,2,True
PSMA6,DR,0.011184531172631917,2,True
PSMA7,DN,6.064723210979655e-13,2,True
PSMA7,DPN,0.003664061960087583,2,True
PSMA7,DR,2.1480592461179474e-14,2,True
PSMB1,DN,3.132616894933491e-05,2,True
PSMB1,DPN,1.0,2,True
PSMB1,DR,0.00020649394793184953,2,True
PSMB2,DN,0.6016276624425847,1,False
PSMB2,DPN,1.5573179256980186e-07,1,False
PSMB2,DR,3.1150627020779114e-05,1,False
PSMB4,DN,0.2827039141686108,2,True
PSMB4,DPN,0.002625972946492699,2,True
PSMB4,DR,0.0010654590368891655,2,True
PSMB7,DN,2.187285947600299e-15,2,True
PSMB7,DPN,0.052734839558098476,2,True
PSMB7,DR,2.1575563373644704e-06,2,True
PSMC1,DN,0.09676616485901865,2,True
PSMC1,DPN,0.1609689667691383,2,True
PSMC1,DR,0.05885642499336303,2,True
PSMC3,DN,0.015987585697332996,2,True
PSMC3,DPN,0.08615350027092988,2,True
PSMC3,DR,0.02869109190457897,2,True
PSMC5,DN,2.72338760312256e-12,2,True
PSMC5,DPN,0.12125544863475897,2,True
PSMC5,DR,3.492565451395044e-14,2,True
PSMD11,DN,1.0,2,True
PSMD11,DPN,0.39697214290572075,2,True
PSMD11,DR,0.01984873611081582,2,True
PSMD3,DN,0.007525714421629085,2,True
PSMD3,DPN,4.4812204948585967e-07,2,True
PSMD3,DR,6.520212111618828e-24,2,True
PSMD4,DN,0.0001483442943648916,2,True
PSMD4,DPN,0.03485676501428421,2,True
PSMD4,DR,0.2539466809917523,2,True
PSMD8,DN,1.357951498216223e-05,2,True
PSMD8,DPN,7.001271146888295e-08,2,True
PSMD8,DR,0.05980478996853618,2,True
PSMG2,DN,0.43277423386721536,1,False
PSMG2,DPN,2.2112407863110855e-41,1,False
PSMG2,DR,5.219748744381022e-106,1,False
PSMG3,DN,4.032726696540716e-13,2,True
PSMG3,DPN,2.324778512533118e-22,2,True
PSMG3,DR,3.020095591608175e-18,2,True
PTPN11,DN,0.43084419108449773,1,True
PTPN11,DPN,0.563414431052401,1,True
PTPN11,DR,4.438474253712944e-07,1,True
PTRH2,DN,1.95400747361745e-05,2,True
PTRH2,DPN,0.0003241461713123202,2,True
PTRH2,DR,0.10830548108714523,2,True
PUM2,DN,4.017490845720667e-165,2,True
PUM2,DPN,0.0016064853239007224,2,True
PUM2,DR,1.7567808676239675e-12,2,True
PURB,DN,1.0,2,True
PURB,DPN,1.0,2,True
PURB,DR,0.25204634111822916,2,True
PWP1,DN,1.1987652005495144e-07,2,True
PWP1,DPN,0.0004980839415894222,2,True
PWP1,DR,3.3593207507318055e-07,2,True
PWP2,DN,5.510471105415022e-09,2,True
PWP2,DPN,0.05880813777618103,2,True
PWP2,DR,4.775146118513199e-08,2,True
QRICH1,DN,0.002854156183808257,2,True
QRICH1,DPN,0.0031759764102550774,2,True
QRICH1,DR,0.0019843414321178564,2,True
R3HCC1,DN,6.36848835945308e-05,2,True
R3HCC1,DPN,0.46953781344745316,2,True
R3HCC1,DR,0.11043671981947989,2,True
RAB11A,DN,0.006006284491911599,2,True
RAB11A,DPN,1.0,2,True
RAB11A,DR,1.0,2,True
RAB11B,DN,0.025071646119524282,2,True
RAB11B,DPN,1.0,2,True
RAB11B,DR,1.0,2,True
RAB2A,DN,0.03374466371954007,2,True
RAB2A,DPN,2.7416242918176268e-06,2,True
RAB2A,DR,0.06100655691462649,2,True
RAB35,DN,1.1309733683111103e-10,2,True
RAB35,DPN,1.7151440620669805e-06,2,True
RAB35,DR,4.3821595167507005e-28,2,True
RAB3GAP1,DN,0.004663487548826567,2,True
RAB3GAP1,DPN,1.0,2,True
RAB3GAP1,DR,1.1331084572881351e-07,2,True
RAB5A,DN,1.0,2,True
RAB5A,DPN,7.239848463427161e-09,2,True
RAB5A,DR,0.0024033126295407094,2,True
RAB6A,DN,0.0015877075264645068,2,True
RAB6A,DPN,0.05182665114088745,2,True
RAB6A,DR,0.0016204211659896237,2,True
RABGGTB,DN,0.005578193796640314,2,True
RABGGTB,DPN,2.852342008583566e-05,2,True
RABGGTB,DR,0.006070807897704076,2,True
RAC1,DN,0.0898569396286916,2,True
RAC1,DPN,0.06145059366578387,2,True
RAC1,DR,0.02014355745617099,2,True
RAD21,DN,0.6416615949968156,1,False
RAD21,DPN,0.6541953096643202,1,False
RAD21,DR,0.23858566023167643,1,False
RAD23A,DN,0.02456059494566208,2,True
RAD23A,DPN,0.005210504215821332,2,True
RAD23A,DR,0.005173984186483146,2,True
RAD23B,DN,1.0801713705988288e-13,2,True
RAD23B,DPN,2.250699324007703e-11,2,True
RAD23B,DR,3.6457920252977575e-11,2,True
RALA,DN,1.6749662877552503e-07,2,True
RALA,DPN,5.5124516383219694e-24,2,True
RALA,DR,1.0,2,True
RALBP1,DN,5.529180169319376e-07,2,True
RALBP1,DPN,1.0,2,True
RALBP1,DR,1.04295811671725e-05,2,True
RALY,DN,5.484486148700034e-90,2,True
RALY,DPN,2.582059340722857e-12,2,True
RALY,DR,0.006220178487379603,2,True
RANBP1,DN,6.5223014319213674e-18,2,True
RANBP1,DPN,0.00030090524066182106,2,True
RANBP1,DR,0.004846484301755353,2,True
RANBP2,DN,1.3876816550087833e-31,2,True
RANBP2,DPN,0.11121848383896507,2,True
RANBP2,DR,0.002039896888394191,2,True
RANBP9,DN,0.09169336584061813,2,True
RANBP9,DPN,5.862374436349366e-19,2,True
RANBP9,DR,0.0009151052104357067,2,True
RANGAP1,DN,9.999999999999999e-301,2,True
RANGAP1,DPN,1.142724325752108e-125,2,True
RANGAP1,DR,9.999999999999999e-301,2,True
RARS2,DN,0.04237227334998263,2,True
RARS2,DPN,0.3483623373467335,2,True
RARS2,DR,1.0,2,True
RBCK1,DN,0.0001130892598705114,2,True
RBCK1,DPN,0.0632513120825484,2,True
RBCK1,DR,3.8593044179826606e-28,2,True
RBM25,DN,0.004506616454351164,1,False
RBM25,DPN,1.200811525137153e-05,1,False
RBM25,DR,1.3702023506810946e-05,1,False
RBM42,DN,3.0740258516202855e-78,1,True
RBM42,DPN,8.098430776862386e-35,1,True
RBM42,DR,2.5276754893208537e-130,1,True
RBM8A,DN,1.1170062158493675e-11,2,True
RBM8A,DPN,3.5745380703892134e-06,2,True
RBM8A,DR,3.7795452453220675e-05,2,True
RBX1,DN,5.767122197334015e-09,2,True
RBX1,DPN,0.011952695902227068,2,True
RBX1,DR,1.0,2,True
RER1,DN,0.0009173744617237432,2,True
RER1,DPN,0.03493895075839215,2,True
RER1,DR,1.3207325347221659e-06,2,True
RERE,DN,3.6698078963028383e-05,2,True
RERE,DPN,0.07370052419083345,2,True
RERE,DR,1.0,2,True
RGP1,DN,0.08710591589066377,2,True
RGP1,DPN,0.18019763865792535,2,True
RGP1,DR,1.0,2,True
RHBDD2,DN,9.999999999999999e-301,2,True
RHBDD2,DPN,1.5518983150589838e-41,2,True
RHBDD2,DR,7.124577246546445e-133,2,True
RHEB,DN,0.7626342363828197,1,False
RHEB,DPN,0.3701313811376612,1,False
RHEB,DR,0.16048535878347803,1,False
RHOT2,DN,0.07419211895577583,2,True
RHOT2,DPN,8.787105892726043e-15,2,True
RHOT2,DR,3.5305883803144555e-74,2,True
RING1,DN,2.1203059621363668e-07,2,True
RING1,DPN,0.0002629676217162972,2,True
RING1,DR,0.008043135186771072,2,True
RMND5A,DN,0.14458231266537766,2,True
RMND5A,DPN,1.0,2,True
RMND5A,DR,7.701213411548347e-11,2,True
RNF139,DN,0.04952127862541973,2,True
RNF139,DPN,0.4636237040998707,2,True
RNF139,DR,0.11269775131250595,2,True
RNF167,DN,3.3797208330040483e-07,2,True
RNF167,DPN,8.148750564920283e-17,2,True
RNF167,DR,0.003663604355582352,2,True
RNF168,DN,0.36859461870625254,2,True
RNF168,DPN,0.0005478903742686034,2,True
RNF168,DR,1.6491395375270691e-07,2,True
RNF181,DN,0.5352190596606827,1,False
RNF181,DPN,0.37848653619969386,1,False
RNF181,DR,0.6020054339339276,1,False
RNF20,DN,1.0,2,True
RNF20,DPN,0.04349685924609741,2,True
RNF20,DR,0.0552988145186681,2,True
RNF216,DN,2.4685491879023925e-214,1,True
RNF216,DPN,2.009876977382704e-90,1,True
RNF216,DR,4.501174102596097e-31,1,True
RNPS1,DN,1.0,2,True
RNPS1,DPN,1.0,2,True
RNPS1,DR,1.0,2,True
RPA1,DN,5.337924155092385e-11,2,True
RPA1,DPN,1.4322621120958763e-25,2,True
RPA1,DR,0.2516279375690215,2,True
RPA2,DN,1.9034471088944413e-43,2,True
RPA2,DPN,1.0,2,True
RPA2,DR,1.148954733851887e-34,2,True
RRN3,DN,0.7129082534069395,1,False
RRN3,DPN,0.7297052511586117,1,False
RRN3,DR,0.37167085974774744,1,False
RRP36,DN,2.797358269038384e-115,1,False
RRP36,DPN,0.0,1,False
RRP36,DR,0.0,1,False
RRP7A,DN,0.7480884996061696,1,False
RRP7A,DPN,9.053406949097361e-12,1,False
RRP7A,DR,0.14141483378014952,1,False
RRP9,DN,0.4921851150195828,2,True
RRP9,DPN,0.015145437044668697,2,True
RRP9,DR,2.9849204380446126e-21,2,True
RSL24D1,DN,0.7670892472796045,1,False
RSL24D1,DPN,7.611855540052145e-05,1,False
RSL24D1,DR,2.079111066399479e-17,1,False
RSRC2,DN,0.49650438832577615,1,False
RSRC2,DPN,0.7335435302947602,1,False
RSRC2,DR,0.21303527891645668,1,False
RTCB,DN,2.301554365563917e-07,1,True
RTCB,DPN,0.27021134870520075,1,True
RTCB,DR,3.8724675802411735e-06,1,True
RTF1,DN,9.999999999999999e-301,2,True
RTF1,DPN,9.999999999999999e-301,2,True
RTF1,DR,9.999999999999999e-301,2,True
RUVBL1,DN,1.3675045145104173e-06,2,True
RUVBL1,DPN,1.2259994420865104e-21,2,True
RUVBL1,DR,0.039819307866504554,2,True
SAR1A,DN,0.0530456376522483,2,True
SAR1A,DPN,0.03903713823945057,2,True
SAR1A,DR,1.0,2,True
SARNP,DN,0.06396101351965817,2,True
SARNP,DPN,1.6369851527112663e-09,2,True
SARNP,DR,0.0004953868395038881,2,True
SARS,DN,3.314359202095308e-29,2,True
SARS,DPN,7.553688243280478e-35,2,True
SARS,DR,4.1780719999167366e-05,2,True
SART3,DN,0.04493690249814536,1,True
SART3,DPN,0.19459471199431513,1,True
SART3,DR,0.3805371424861371,1,True
SAV1,DN,0.035203870185000055,2,True
SAV1,DPN,1.0,2,True
SAV1,DR,1.582913744561411e-05,2,True
SBDS,DN,8.019831916735408e-12,2,True
SBDS,DPN,1.6877768909729406e-08,2,True
SBDS,DR,1.6153978169817083e-25,2,True
SCYL1,DN,2.0723565916531845e-09,1,True
SCYL1,DPN,0.00043341148291695244,1,True
SCYL1,DR,0.03515199769220479,1,True
SCYL2,DN,9.679068467174034e-17,2,True
SCYL2,DPN,1.2428925867349815e-126,2,True
SCYL2,DR,6.254008297413459e-26,2,True
SDF4,DN,0.015210129546335778,1,False
SDF4,DPN,3.0127995601086254e-22,1,False
SDF4,DR,0.933762109462796,1,False
SDHAF2,DN,0.16689558903436308,1,True
SDHAF2,DPN,0.01440710350944563,1,True
SDHAF2,DR,2.3818646766828545e-16,1,True
SEC13,DN,0.8348666580141239,1,True
SEC13,DPN,0.007677982854342102,1,True
SEC13,DR,0.8846442045025511,1,True
SEC24B,DN,8.737426505305161e-13,2,True
SEC24B,DPN,2.8104504813463652e-11,2,True
SEC24B,DR,1.0796458918322565e-20,2,True
SEC31A,DN,0.020462885704485064,2,True
SEC31A,DPN,0.0005711419619375969,2,True
SEC31A,DR,0.00010367439102698404,2,True
SEC62,DN,0.00770299308156809,1,True
SEC62,DPN,0.041065084369396446,1,True
SEC62,DR,0.5306546202486206,1,True
SENP2,DN,1.7040799977925386e-44,2,True
SENP2,DPN,2.076411148845465e-06,2,True
SENP2,DR,5.8779967108695034e-18,2,True
SENP5,DN,0.2631719149342542,2,True
SENP5,DPN,0.056487875963067376,2,True
SENP5,DR,1.0,2,True
SETD5,DN,0.017301923911130706,2,True
SETD5,DPN,8.594992012652753e-119,2,True
SETD5,DR,1.367384367729035e-159,2,True
SF1,DN,0.019769723278563887,2,True
SF1,DPN,0.0012805592006497673,2,True
SF1,DR,0.07777248034577276,2,True
SF3A2,DN,0.003996383150826548,1,True
SF3A2,DPN,0.9827517003465656,1,True
SF3A2,DR,0.010862532753479204,1,True
SF3A3,DN,0.6388765438979829,1,True
SF3A3,DPN,0.005446893833685497,1,True
SF3A3,DR,0.5000643635333979,1,True
SF3B1,DN,3.4122167403476656e-05,2,True
SF3B1,DPN,0.0019339862903870893,2,True
SF3B1,DR,9.92183406574631e-06,2,True
SF3B2,DN,0.11757093229073216,1,False
SF3B2,DPN,0.584707792133229,1,False
SF3B2,DR,0.012137324477250687,1,False
SF3B4,DN,1.0,2,True
SF3B4,DPN,9.200402078850288e-20,2,True
SF3B4,DR,0.007530649697014733,2,True
SF3B5,DN,4.113851091036046e-05,1,False
SF3B5,DPN,4.716020290532936e-08,1,False
SF3B5,DR,0.002497119465170594,1,False
SF3B6,DN,9.901214289519836e-16,2,True
SF3B6,DPN,2.220372326344183e-06,2,True
SF3B6,DR,3.110916599374983e-07,2,True
SGTA,DN,0.00028310157176027927,2,True
SGTA,DPN,0.00031202708346140054,2,True
SGTA,DR,0.007223672755976423,2,True
SH2B1,DN,0.14951828705223694,1,False
SH2B1,DPN,0.006573130718847286,1,False
SH2B1,DR,0.5533977848960137,1,False
SHARPIN,DN,0.00022335175283319205,2,True
SHARPIN,DPN,0.003602433926325572,2,True
SHARPIN,DR,4.470589067241517e-22,2,True
SKP1,DN,2.0210177205481237e-10,2,True
SKP1,DPN,6.246249201947209e-19,2,True
SKP1,DR,3.6609561935923e-31,2,True
SLIRP,DN,0.00015224950406320881,1,True
SLIRP,DPN,1.1486121998647532e-08,1,True
SLIRP,DR,8.020109626649562e-144,1,True
SLTM,DN,8.370895388336322e-08,1,True
SLTM,DPN,0.006670900769089294,1,True
SLTM,DR,0.2174501805367306,1,True
SLU7,DN,0.09777928038571745,2,True
SLU7,DPN,0.01823113871940556,2,True
SLU7,DR,0.0007202336304299041,2,True
SMAD2,DN,0.07780304487073254,1,False
SMAD2,DPN,0.6168258463252861,1,False
SMAD2,DR,1.1807837451052666e-05,1,False
SMAP1,DN,1.4481846357089754e-17,2,True
SMAP1,DPN,0.0016557455597394036,2,True
SMAP1,DR,9.832277259730783e-18,2,True
SMARCB1,DN,0.0025138562671342397,2,True
SMARCB1,DPN,0.005994207251775876,2,True
SMARCB1,DR,0.004391017613771072,2,True
SMDT1,DN,0.0250838010651005,2,True
SMDT1,DPN,0.19680207765534705,2,True
SMDT1,DR,1.0,2,True
SMPD1,DN,0.17985868474539732,1,True
SMPD1,DPN,0.3849170584459312,1,True
SMPD1,DR,0.0026583058454780124,1,True
SMU1,DN,0.0024269330317521778,1,False
SMU1,DPN,7.829216344950255e-05,1,False
SMU1,DR,0.433389467848551,1,False
SMYD5,DN,2.5877048923175766e-06,2,True
SMYD5,DPN,1.0,2,True
SMYD5,DR,0.0015503017551213186,2,True
SNAP29,DN,0.13705289710012167,2,True
SNAP29,DPN,4.262321183205343e-05,2,True
SNAP29,DR,1.0,2,True
SNAPIN,DN,0.2255306078504564,2,True
SNAPIN,DPN,1.0,2,True
SNAPIN,DR,0.0010539449844969332,2,True
SND1,DN,0.0015644599583901442,2,True
SND1,DPN,0.1159478175961471,2,True
SND1,DR,0.2758999661604995,2,True
SNF8,DN,0.03291209896799934,2,True
SNF8,DPN,1.0,2,True
SNF8,DR,0.00015023409721721842,2,True
SNRNP35,DN,0.02683239697012889,2,True
SNRNP35,DPN,0.0027080398150829293,2,True
SNRNP35,DR,3.328567782733244e-13,2,True
SNRNP70,DN,1.0,2,True
SNRNP70,DPN,0.4847046870332885,2,True
SNRNP70,DR,0.05908324488597118,2,True
SNRPA,DN,2.0342922672662696e-10,2,True
SNRPA,DPN,1.8833146535358003e-21,2,True
SNRPA,DR,6.467437996451368e-93,2,True
SNRPB,DN,2.588799763258234e-15,1,False
SNRPB,DPN,0.5019780524678839,1,False
SNRPB,DR,0.6500507918662963,1,False
SNX1,DN,0.03446465104092887,2,True
SNX1,DPN,0.10886892174521873,2,True
SNX1,DR,1.0,2,True
SNX19,DN,0.0001519269997402222,2,True
SNX19,DPN,0.039097779818015856,2,True
SNX19,DR,6.992002616071523e-05,2,True
SNX27,DN,4.564346515768923e-10,1,False
SNX27,DPN,0.04811499106831034,1,False
SNX27,DR,0.7272318203097905,1,False
SNX3,DN,0.041299326227549935,2,True
SNX3,DPN,0.2866282289707045,2,True
SNX3,DR,0.0001630129533860076,2,True
SOD1,DN,1.1796383855347607e-100,1,False
SOD1,DPN,3.7290018599178264e-21,1,False
SOD1,DR,3.4342178480217056e-274,1,False
SP1,DN,1.0,2,True
SP1,DPN,1.0,2,True
SP1,DR,7.322678557440986e-12,2,True
SP2,DN,0.0029804677630797744,2,True
SP2,DPN,3.7938933384975044e-06,2,True
SP2,DR,0.08684499256722726,2,True
SPAG7,DN,5.723735531792564e-07,2,True
SPAG7,DPN,0.08638270630028227,2,True
SPAG7,DR,1.1028123262166038e-09,2,True
SPAG9,DN,1.0,2,True
SPAG9,DPN,0.0005780484285943974,2,True
SPAG9,DR,1.3382391274606135e-07,2,True
SPG7,DN,0.005014273988256775,1,False
SPG7,DPN,0.5578207935213113,1,False
SPG7,DR,0.1753295509045441,1,False
SPPL3,DN,2.4878154551345764e-07,2,True
SPPL3,DPN,1.4338056580233322e-15,2,True
SPPL3,DR,0.010918753103497481,2,True
SPTSSA,DN,0.002402157150054585,2,True
SPTSSA,DPN,0.1281014199587868,2,True
SPTSSA,DR,0.00010308907972396621,2,True
SRM,DN,1.0,2,True
SRM,DPN,0.0022240797501089783,2,True
SRM,DR,4.6797510880547384e-24,2,True
SRP14,DN,0.060263455907598996,2,True
SRP14,DPN,0.00016118415248293,2,True
SRP14,DR,0.081712556900099,2,True
SRP9,DN,1.3127050172223182e-06,2,True
SRP9,DPN,0.0038034552739479627,2,True
SRP9,DR,0.002740279411273739,2,True
SRSF3,DN,0.0004879996871566809,2,True
SRSF3,DPN,1.4056896937911906e-10,2,True
SRSF3,DR,1.0,2,True
SRSF6,DN,0.027259788061088246,2,True
SRSF6,DPN,0.47445642081405287,2,True
SRSF6,DR,0.005307020283719737,2,True
SSNA1,DN,0.2750126273782408,2,True
SSNA1,DPN,5.321676399976224e-05,2,True
SSNA1,DR,0.18595708543935086,2,True
SSR2,DN,7.30904528264608e-05,1,True
SSR2,DPN,2.380869327707327e-22,1,True
SSR2,DR,4.3618399733480845e-34,1,True
SSR3,DN,5.066780737237386e-08,2,True
SSR3,DPN,1.0,2,True
SSR3,DR,1.7119137555577618e-06,2,True
SSRP1,DN,3.295092265413933e-05,2,True
SSRP1,DPN,0.027960860577958897,2,True
SSRP1,DR,4.045137770858774e-06,2,True
SSU72,DN,0.40699453129664664,1,False
SSU72,DPN,0.0258358577146548,1,False
SSU72,DR,0.10806205679416753,1,False
ST13,DN,0.35568555671885416,2,True
ST13,DPN,0.0906691976952317,2,True
ST13,DR,0.004301633047776306,2,True
STAT3,DN,1.0,2,True
STAT3,DPN,1.0,2,True
STAT3,DR,0.0704996137503888,2,True
STAU1,DN,0.0024717747273468125,1,True
STAU1,DPN,0.12134476300394173,1,True
STAU1,DR,0.0300419851073294,1,True
STIM1,DN,0.38224899745545365,1,False
STIM1,DPN,0.37596140349478646,1,False
STIM1,DR,0.00119574444592564,1,False
STK24,DN,0.07158627191167868,2,True
STK24,DPN,3.327190146666868e-07,2,True
STK24,DR,0.22937317692803544,2,True
STK38,DN,5.2857172714151e-56,2,True
STK38,DPN,4.621761197959016e-15,2,True
STK38,DR,1.0,2,True
STRAP,DN,2.532868717480296e-14,2,True
STRAP,DPN,4.846423857572054e-94,2,True
STRAP,DR,7.697497541567703e-171,2,True
STRN4,DN,4.0538841092909377e-07,2,True
STRN4,DPN,0.1135237174153396,2,True
STRN4,DR,0.002045942142092501,2,True
STUB1,DN,1.0,2,True
STUB1,DPN,0.061185939935452224,2,True
STUB1,DR,1.0,2,True
STX4,DN,0.04339590585395081,2,True
STX4,DPN,1.0,2,True
STX4,DR,0.023261824167398554,2,True
STX5,DN,3.386160486955166e-39,2,True
STX5,DPN,2.1955726247740504e-18,2,True
STX5,DR,2.6732459318659274e-71,2,True
STX8,DN,2.2586350044269704e-05,1,True
STX8,DPN,1.3758537353018016e-05,1,True
STX8,DR,0.0013492091837783232,1,True
SUGT1,DN,7.762713560590824e-10,2,True
SUGT1,DPN,0.030912730238783173,2,True
SUGT1,DR,1.0,2,True
SUMO1,DN,0.6873154803761339,1,False
SUMO1,DPN,0.8395915439955586,1,False
SUMO1,DR,0.8810353637676112,1,False
SUPT6H,DN,0.10005295775154492,1,True
SUPT6H,DPN,1.910169546811609e-08,1,True
SUPT6H,DR,2.582033361241489e-107,1,True
SURF4,DN,1.3617356312690736e-25,2,True
SURF4,DPN,1.3300519304202736e-17,2,True
SURF4,DR,0.02056887197763722,2,True
SYF2,DN,2.164759378388029e-09,2,True
SYF2,DPN,0.00558464527900753,2,True
SYF2,DR,0.0323341072511975,2,True
TAB1,DN,0.000994272459047683,2,True
TAB1,DPN,0.34827854311261364,2,True
TAB1,DR,1.3949064072006433e-06,2,True
TADA3,DN,2.3712280351615247e-07,1,False
TADA3,DPN,0.2969635504541927,1,False
TADA3,DR,1.833491247240621e-05,1,False
TAF10,DN,0.0005822900924540759,2,True
TAF10,DPN,0.06808399264640835,2,True
TAF10,DR,0.07689091641727254,2,True
TAOK2,DN,0.0007010997065985365,1,True
TAOK2,DPN,0.002515703370777637,1,True
TAOK2,DR,6.756203382754331e-11,1,True
TARDBP,DN,0.00023032131955000892,2,True
TARDBP,DPN,0.0038805188571417993,2,True
TARDBP,DR,1.5678427089260147e-10,2,True
TAX1BP1,DN,0.801520715138001,1,False
TAX1BP1,DPN,0.65946501501684,1,False
TAX1BP1,DR,0.14025743510024283,1,False
TBC1D20,DN,0.5005998379687919,1,False
TBC1D20,DPN,0.5782655518989024,1,False
TBC1D20,DR,0.9701620489991107,1,False
TBCA,DN,0.021822758411603783,2,True
